Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,Title,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount
4942,1,4978,2008-08-07T00:00:00.000Z,7,741,1384652,7453178,2017-01-27T00:00:00.000Z,How to sell Python to a client/boss/person,2017-01-27T00:00:00.000Z,"[php, python, ruby-on-rails, ruby]",8,0,1
4949,1,4965,2008-08-07T00:00:00.000Z,28,7709,673,1454671,2017-01-28T00:00:00.000Z,Version control PHP Web Project,2017-01-28T00:00:00.000Z,"[php, svn, version-control, cvs]",8,0,12
4954,1,4972,2008-08-07T00:00:00.000Z,9,2489,518,21632,2008-10-23T00:00:00.000Z,What are good regular expressions?,2009-09-17T00:00:00.000Z,[regex],9,1,4
4973,1,5103,2008-08-07T00:00:00.000Z,30,170361,404,2571493,2016-11-30T00:00:00.000Z,Setting a div's height in HTML with CSS,2017-06-23T00:00:00.000Z,"[html, css]",13,0,7
4986,1,4997,2008-08-07T00:00:00.000Z,6,234,673,1820,2008-09-24T00:00:00.000Z,Web App Beta,2008-09-24T00:00:00.000Z,[web-applications],2,1,1
4994,1,,2008-08-07T00:00:00.000Z,10,1622,92,116,2008-08-18T00:00:00.000Z,How should I organize my master ddl script,2017-08-25T00:00:00.000Z,"[sql, sql-server, schema, ddl]",7,0,2
4995,1,,2008-08-07T00:00:00.000Z,4,549,527,2265151,2017-03-27T00:00:00.000Z,What does this error mean SECJ0222E in WebSphere Application Server 5.1,2017-03-27T00:00:00.000Z,"[websphere, jaas]",1,0,
5002,1,,2008-08-07T00:00:00.000Z,7,1229,627,,2008-08-07T00:00:00.000Z,.NET Remoting Speed and VPNs,2009-10-16T00:00:00.000Z,"[.net, remoting, performance, vpn, wireless]",4,1,
5013,1,,2008-08-07T00:00:00.000Z,6,1332,527,3,2012-03-22T00:00:00.000Z,Error ADMA5026E for WebSphere Application Server Network Deployment,2012-03-22T00:00:00.000Z,"[deployment, websphere]",1,1,
5017,1,5266,2008-08-07T00:00:00.000Z,10,18519,26,,2008-08-07T00:00:00.000Z,Open local file with AIR / Flex,2016-05-25T00:00:00.000Z,"[flex, actionscript-3, air]",5,0,3
5024,1,5041,2008-08-07T00:00:00.000Z,19,5423,277,223226,2014-12-25T00:00:00.000Z,Is The Perl Journal available online?,2014-12-25T00:00:00.000Z,[perl],3,0,4
5025,1,5031,2008-08-07T00:00:00.000Z,13,527,657,1631551,2016-04-19T00:00:00.000Z,Locking a SQL Server Database with PHP,2016-04-19T00:00:00.000Z,"[php, sql-server, database, sql-server-2005]",2,2,1
5027,1,5029,2008-08-07T00:00:00.000Z,7,1442,681,2442804,2015-06-30T00:00:00.000Z,Reduce ASP.NET menu control size (without 3rd party libraries),2015-06-30T00:00:00.000Z,"[asp.net, size, menu]",2,1,1
5061,1,5070,2008-08-07T00:00:00.000Z,12,22190,296,908939,2016-05-31T00:00:00.000Z,ASP.NET version of Joomla,2016-05-31T00:00:00.000Z,"[asp.net, content-management-system, joomla]",13,1,2
5071,1,5262,2008-08-07T00:00:00.000Z,31,60510,422,130659,2009-12-30T00:00:00.000Z,How to add CVS directories recursively,2016-06-07T00:00:00.000Z,[cvs],14,1,10
5075,1,5079,2008-08-07T00:00:00.000Z,2,316,1384652,1384652,2008-08-07T00:00:00.000Z,Bigger than a char but smaller than a blob,2014-01-21T00:00:00.000Z,"[mysql, database]",3,0,
5078,1,5108,2008-08-07T00:00:00.000Z,19,2259,318,1091386,2013-10-24T00:00:00.000Z,Securing a linux webserver for public access,2013-10-24T00:00:00.000Z,"[linux, security, webserver]",12,0,8
5084,1,5089,2008-08-07T00:00:00.000Z,3,1030,576,1136709,2012-12-04T00:00:00.000Z,Upload form does not work in Firefox 3 with Mac OS X?,2012-12-04T00:00:00.000Z,"[osx, firefox, upload]",2,0,
5087,1,1158483,2008-08-07T00:00:00.000Z,19,8486,682,2173917,2015-01-17T00:00:00.000Z,Learning Ruby on Rails any good for Grails?,2015-01-17T00:00:00.000Z,"[ruby-on-rails, ruby, grails, groovy]",15,2,6
5102,1,,2008-08-07T00:00:00.000Z,17,28377,556,1520981,2012-07-24T00:00:00.000Z,How do you set up Python scripts to work in Apache 2.0?,2014-11-13T00:00:00.000Z,"[python, apache, apache2]",4,0,5
5118,1,5160,2008-08-07T00:00:00.000Z,23,2767,5,1317053,2016-12-22T00:00:00.000Z,How to set up a CSS switcher,2017-02-23T00:00:00.000Z,"[javascript, html, asp.net, css]",4,0,2
5134,1,1198468,2008-08-07T00:00:00.000Z,17,5556,563,761095,2012-10-18T00:00:00.000Z,Best strategy to write hooks for subversion in Windows,2012-10-18T00:00:00.000Z,"[svn, hook, svn-hooks]",6,0,9
5136,1,5302,2008-08-07T00:00:00.000Z,9,1757,676,4332828,2016-11-22T00:00:00.000Z,Does anyone have experience creating a shared library in MATLAB?,2016-11-22T00:00:00.000Z,"[python, c, matlab]",4,0,
5142,1,,2008-08-07T00:00:00.000Z,7,5665,431,,2008-08-07T00:00:00.000Z,Firebird's SQL's Substring function not working,2011-09-04T00:00:00.000Z,"[sql, firebird, interbase]",2,0,1
5170,1,5270,2008-08-07T00:00:00.000Z,101,76658,383,13508,2013-11-06T00:00:00.000Z,SQL Server Management Studio alternatives to browse/edit tables and run queries,2015-11-22T00:00:00.000Z,[sql-server],12,6,29
5179,1,5219,2008-08-07T00:00:00.000Z,25,18667,111,4099598,2015-12-20T00:00:00.000Z,How Do I Post and then redirect to an external URL from ASP.Net?,2015-12-20T00:00:00.000Z,"[javascript, c, asp.net, forms, postback]",6,0,5
5188,1,5192,2008-08-07T00:00:00.000Z,5,1703,326,563532,2016-12-19T00:00:00.000Z,How do you pull the URL for an ASP.NET web reference from a configuration file in Visual Studio 2008?,2016-12-19T00:00:00.000Z,[asmx],2,0,
5194,1,5199,2008-08-07T00:00:00.000Z,11,3520,439,2246344,2014-06-17T00:00:00.000Z,When to use an extension method with lambda over LINQtoObjects to filter a collection?,2014-06-17T00:00:00.000Z,"[c, linq, .net-3.5, lambda]",4,0,1
5222,1,5224,2008-08-07T00:00:00.000Z,39,90528,429,507738,2015-07-25T00:00:00.000Z,Accessing post variables using Java Servlets,2016-11-24T00:00:00.000Z,"[java, http, servlets]",4,0,8
5223,1,6700,2008-08-07T00:00:00.000Z,1549,1052220,147,663031,2016-11-16T00:00:00.000Z,Length of a JavaScript object,2017-07-04T00:00:00.000Z,"[javascript, javascript-objects]",30,9,362
5226,1,5293,2008-08-07T00:00:00.000Z,8,1002,383,540162,2011-09-09T00:00:00.000Z,HTML Comments Markup,2016-11-30T00:00:00.000Z,"[html, semantic-markup]",5,0,1
5242,1,5246,2008-08-07T00:00:00.000Z,8,694,572,572,2008-10-03T00:00:00.000Z,User Interfaces - Colors and Layout,2009-09-17T00:00:00.000Z,"[user-interface, usability]",8,0,
5251,1,,2008-08-07T00:00:00.000Z,18,18585,573,21960,2013-04-30T00:00:00.000Z,Stand-alone charts in GWT,2013-09-11T00:00:00.000Z,"[gwt, charts]",14,3,6
5260,1,,2008-08-07T00:00:00.000Z,4,972,106,21234,2012-01-31T00:00:00.000Z,What is the best way to wrap time around the work day?,2012-01-31T00:00:00.000Z,"[vb.net, date]",3,0,
5263,1,24472,2008-08-07T00:00:00.000Z,4,1300,173,,2008-08-07T00:00:00.000Z,How do you persist a tree structure to a database table with auto incrementing IDs using an ADO.NET DataSet and a DataAdapter,2008-10-01T00:00:00.000Z,"[.net, database, ado.net]",3,0,
5264,1,5273,2008-08-07T00:00:00.000Z,11,8178,326,,2008-08-07T00:00:00.000Z,How can I dynamically center an image in a MS Reporting Services report?,2014-11-11T00:00:00.000Z,[reporting-services],1,0,3
5269,1,5276,2008-08-07T00:00:00.000Z,13,1911,357,1288,2012-05-24T00:00:00.000Z,C# logic order and compiler behavior,2012-05-24T00:00:00.000Z,"[c, language-agnostic, compiler-construction, logic]",18,0,
5307,1,5317,2008-08-07T00:00:00.000Z,6,1422,398,1332690,2012-04-25T00:00:00.000Z,Print a Winform/visual element,2012-04-25T00:00:00.000Z,"[c, winforms]",2,0,1
5313,1,,2008-08-07T00:00:00.000Z,13,1727,680,680,2008-08-07T00:00:00.000Z,"Cross Platform, Language Agnostic GUI Markup Language?",2012-05-25T00:00:00.000Z,"[python, user-interface, markup]",10,0,
5323,1,,2008-08-07T00:00:00.000Z,21,2538,556,15168,2012-06-25T00:00:00.000Z,Is there a business reason for striving for pure CSS layout?,2013-01-27T00:00:00.000Z,[css],21,2,7
5328,1,5351,2008-08-07T00:00:00.000Z,30,5665,122,1345224,2014-11-06T00:00:00.000Z,Why can't I use a try block around my super() call?,2017-04-17T00:00:00.000Z,"[java, exception, mocking, try-catch]",7,3,2
5329,1,5403,2008-08-07T00:00:00.000Z,6,10468,327,1362287,2015-05-08T00:00:00.000Z,What is the difference between a bug and a change request in MSF for CMMI?,2015-05-08T00:00:00.000Z,"[tfs, workflow, lifecycle, cmmi, msf]",5,0,
5349,1,6192,2008-08-07T00:00:00.000Z,4,1748,556,1332690,2012-04-25T00:00:00.000Z,Memcached chunk limit,2012-04-25T00:00:00.000Z,[membership],1,0,1
5374,1,5469,2008-08-07T00:00:00.000Z,12,15128,312,1584286,2013-07-04T00:00:00.000Z,How do you use a variable in xsl when trying to select a node?,2013-08-14T00:00:00.000Z,[xslt],2,0,3
5396,1,5481,2008-08-07T00:00:00.000Z,3,1095,691,2641576,2014-11-25T00:00:00.000Z,SQL Server 2008 FileStream on a Web Server,2014-11-25T00:00:00.000Z,"[sql-server, sql-server-2008, iis]",1,0,
5415,1,73281,2008-08-07T00:00:00.000Z,26,31557,680,,2008-08-07T00:00:00.000Z,Convert Bytes to Floating Point Numbers in Python,2016-05-07T00:00:00.000Z,"[python, floating-point]",2,0,6
5419,1,5430,2008-08-07T00:00:00.000Z,84,56078,207,-1,2017-05-23T00:00:00.000Z,"Python, Unicode, and the Windows console",2017-08-24T00:00:00.000Z,"[python, unicode]",11,4,31
5425,1,5441,2008-08-07T00:00:00.000Z,17,576,219,-1,2008-09-09T00:00:00.000Z,HTML comments break down,2015-12-15T00:00:00.000Z,"[html, xml, comments, sgml]",3,0,
5428,1,5439,2008-08-07T00:00:00.000Z,29,8011,659,90002,2009-09-03T00:00:00.000Z,Do people use the Hungarian Naming Conventions in the real world?,2014-04-30T00:00:00.000Z,"[conventions, hungarian-notation, self-documenting-code]",20,0,6
5459,1,19601,2008-08-07T00:00:00.000Z,7,471,117,1190,2008-08-23T00:00:00.000Z,Accessing a CONST attribute of series of Classes,2015-10-08T00:00:00.000Z,"[php, oop]",2,0,2
5460,1,5462,2008-08-07T00:00:00.000Z,3,2380,590,590,2008-08-08T00:00:00.000Z,Telligent's Community Server,2011-05-05T00:00:00.000Z,[community-server],8,0,
5473,1,21778,2008-08-07T00:00:00.000Z,816,247015,85,2541573,2014-12-20T00:00:00.000Z,How can I undo git reset --hard HEAD~1?,2017-08-25T00:00:00.000Z,"[git, version-control, git-reset]",12,5,292
5482,1,5500,2008-08-07T00:00:00.000Z,25,26813,698,698,2013-04-10T00:00:00.000Z,How to specify javascript to run when ModalPopupExtender is shown,2016-02-07T00:00:00.000Z,"[asp.net, javascript, asp.net-ajax]",8,1,6
5494,1,12519,2008-08-07T00:00:00.000Z,1,4443,697,155077,2015-08-24T00:00:00.000Z,Alternative Hostname for an IIS web site for internal access only,2015-08-24T00:00:00.000Z,"[sharepoint, iis, moss, wss]",3,0,
5507,1,5524,2008-08-08T00:00:00.000Z,47,6741,861,56285,2009-08-22T00:00:00.000Z,Does it still make sense to learn low level WinAPI programming?,2016-06-15T00:00:00.000Z,"[windows, winapi]",22,4,12
5509,1,81892,2008-08-08T00:00:00.000Z,-1,1811,159,159,2015-09-04T00:00:00.000Z,Rational Purify failing to jump to memory leaks,2015-09-04T00:00:00.000Z,"[memory-leaks, rational, purify]",5,0,
5511,1,7794,2008-08-08T00:00:00.000Z,60,55921,615,,2008-08-08T00:00:00.000Z,Numeric Data Entry in WPF,2016-02-07T00:00:00.000Z,[wpf],17,0,33
5527,1,5532,2008-08-08T00:00:00.000Z,20,3113,122,-1,2017-05-23T00:00:00.000Z,Is there a real benefit of using J#?,2008-09-12T00:00:00.000Z,"[java, j]",8,1,2
5544,1,14474,2008-08-08T00:00:00.000Z,2,236,364,727208,2012-07-13T00:00:00.000Z,In ASP.NET MVC I encounter an incorrect type error when rendering a user control with the correct typed object,2012-07-22T00:00:00.000Z,[asp.net-mvc],2,0,
5598,1,6100,2008-08-08T00:00:00.000Z,17,7954,699,814702,2013-08-04T00:00:00.000Z,Document or RPC based web services,2014-01-14T00:00:00.000Z,"[web-services, rest, wsdl]",3,0,7
5600,1,5607,2008-08-08T00:00:00.000Z,37,31124,615,116,2008-08-18T00:00:00.000Z,Tables with no Primary Key,2012-07-25T00:00:00.000Z,"[sql-server, indexing]",7,1,15
5605,1,,2008-08-08T00:00:00.000Z,2,671,617,2961,2008-09-17T00:00:00.000Z,HTTP Libraries for Emacs,2009-02-18T00:00:00.000Z,"[http, emacs]",2,0,
5606,1,5752,2008-08-08T00:00:00.000Z,5,1858,463,15168,2012-12-26T00:00:00.000Z,License Models,2013-03-18T00:00:00.000Z,"[licensing, product-management]",3,0,2
5611,1,5820,2008-08-08T00:00:00.000Z,16,4750,115,1454671,2017-01-28T00:00:00.000Z,Better Random Generating PHP,2017-01-28T00:00:00.000Z,"[php, security, random]",6,1,3
5618,1,5635,2008-08-08T00:00:00.000Z,-1,569,668,1136709,2012-12-04T00:00:00.000Z,Best ajax library for Sharepoint,2012-12-04T00:00:00.000Z,"[.net, ajax, sharepoint]",2,0,
5619,1,5626,2008-08-08T00:00:00.000Z,2,2426,,634576,2016-05-13T00:00:00.000Z,Debugging: IE6 + SSL + AJAX + post form = 404 error,2016-05-13T00:00:00.000Z,"[ajax, debugging, internet-explorer, ssl, internet-explorer-6]",1,0,
5628,1,30573,2008-08-08T00:00:00.000Z,19,3265,653,-1,2017-05-23T00:00:00.000Z,"Is there a way to include a fragment identifier when using Asp.Net MVC ActionLink, RedirectToAction, etc.?",2016-02-07T00:00:00.000Z,[asp.net-mvc],7,0,3
5629,1,14192,2008-08-08T00:00:00.000Z,132,69922,653,,2008-08-08T00:00:00.000Z,Any reason not to start using the HTML 5 doctype?,2011-08-20T00:00:00.000Z,"[html, html5, doctype]",10,1,74
5649,1,5756,2008-08-08T00:00:00.000Z,44,78753,703,192221,2012-05-02T00:00:00.000Z,x86 Assembly on a Mac,2016-01-24T00:00:00.000Z,"[xcode, osx, x86, assembly]",8,0,36
5667,1,80353,2008-08-08T00:00:00.000Z,1,3063,164,1288,2011-11-21T00:00:00.000Z,Sleep from within an Informix SPL procedure,2011-11-21T00:00:00.000Z,"[informix, spl]",3,0,
5674,1,11544702,2008-08-08T00:00:00.000Z,3,803,257,,2008-08-08T00:00:00.000Z,How do I create an HTML anchor in a FogBugz wiki page?,2012-07-18T00:00:00.000Z,"[wiki, fogbugz]",4,0,
5682,1,5693,2008-08-08T00:00:00.000Z,1,266,117,23855,2008-11-05T00:00:00.000Z,"Is it just me, or are characters being rendered incorrectly more lately?",2008-11-05T00:00:00.000Z,"[unicode, utf-8, fonts]",3,0,
5690,1,5699,2008-08-08T00:00:00.000Z,2,2712,364,2185245,2015-08-31T00:00:00.000Z,MVC Preview 4 - No route in the route table matches the supplied values,2015-08-31T00:00:00.000Z,"[asp.net-mvc, asp.net-mvc-routing]",1,0,
5694,1,5695,2008-08-08T00:00:00.000Z,89,88789,493,2307070,2015-06-17T00:00:00.000Z,"The imported project \"C:\\Microsoft.CSharp.targets\" was not found",2017-07-27T00:00:00.000Z,"[c, visual-studio]",11,0,13
5704,1,,2008-08-08T00:00:00.000Z,5,225,143,143,2008-08-08T00:00:00.000Z,"Is there a lightweight, preferable open source, formatable label control for dotnet?",2012-01-22T00:00:00.000Z,[.net],1,0,
5706,1,5709,2008-08-08T00:00:00.000Z,26,18157,364,849986,2012-12-21T00:00:00.000Z,When do Request.Params and Request.Form differ?,2012-12-21T00:00:00.000Z,"[c, asp.net, request]",3,0,5
5724,1,5823,2008-08-08T00:00:00.000Z,65,41809,108465,40342,2009-10-23T00:00:00.000Z,Better windows command line shells,2015-08-20T00:00:00.000Z,"[windows, shell, cmd]",14,0,22
5727,1,5754,2008-08-08T00:00:00.000Z,443,62644,568,193778,2010-05-23T00:00:00.000Z,What are the barriers to understanding pointers and what can be done to overcome them?,2016-04-21T00:00:00.000Z,"[c, c, pointers]",28,7,468
5741,1,,2008-08-08T00:00:00.000Z,3,542,711,3604745,2016-11-29T00:00:00.000Z,Firebug won't display console feeds for some of my sites,2016-11-29T00:00:00.000Z,"[firefox, firebug]",2,0,
5743,1,5771,2008-08-08T00:00:00.000Z,15,3657,327,,2008-08-08T00:00:00.000Z,What is a good plotting library for .Net?,2009-06-27T00:00:00.000Z,"[.net, windows, graphing]",7,0,5
5759,1,5761,2008-08-08T00:00:00.000Z,86,82542,713,63550,2012-05-19T00:00:00.000Z,Equivalent VB keyword for 'break',2017-03-03T00:00:00.000Z,"[vb.net, loops, vb6, exit]",3,1,4
5787,1,5788,2008-08-08T00:00:00.000Z,58,80599,383,2000557,2013-10-17T00:00:00.000Z,Tab Escape Character?,2016-03-11T00:00:00.000Z,[c],2,0,3
5791,1,5837,2008-08-08T00:00:00.000Z,108,155742,133,256431,2014-02-01T00:00:00.000Z,VB.NET - IsNothing versus Is Nothing,2016-03-06T00:00:00.000Z,"[vb.net, nothing]",9,2,12
5802,1,5812,2008-08-08T00:00:00.000Z,7,3409,191,2641576,2014-11-25T00:00:00.000Z,Inheritance in database?,2014-11-25T00:00:00.000Z,"[sql, database, inheritance, sql-server-2005]",9,3,
5821,1,5822,2008-08-08T00:00:00.000Z,198,91788,383,66173,2016-07-06T00:00:00.000Z,SQL Server Escape an Underscore,2016-07-06T00:00:00.000Z,[sql-server],2,0,15
5831,1,5878,2008-08-08T00:00:00.000Z,14,8644,267,64046,2015-07-04T00:00:00.000Z,Binary patch-generation in C#,2015-07-04T00:00:00.000Z,"[c, file, patch]",6,2,7
5842,1,9200,2008-08-08T00:00:00.000Z,12,26180,726,,2008-08-08T00:00:00.000Z,Issues using MS Access as a front-end to a MySQL database back-end?,2009-09-12T00:00:00.000Z,"[mysql, database, ms-access]",7,0,7
5846,1,5848,2008-08-08T00:00:00.000Z,18,18115,1384652,257,2012-11-14T00:00:00.000Z,Add 1 to a field,2014-01-21T00:00:00.000Z,"[php, mysql]",7,0,3
5855,1,6687,2008-08-08T00:00:00.000Z,5,882,728,,2008-08-08T00:00:00.000Z,Automate builds for Java RCP for deployment with JNLP,2012-05-30T00:00:00.000Z,"[java, build-automation, rcp, jnlp]",1,0,1
5857,1,5860,2008-08-08T00:00:00.000Z,9,8289,730,2360798,2016-10-01T00:00:00.000Z,mailto link for large bodies,2016-10-01T00:00:00.000Z,[mailto],3,0,1
5863,1,15966,2008-08-08T00:00:00.000Z,5,2265,377,76337,2011-12-13T00:00:00.000Z,WCF Service - Backward compatibility issue,2011-12-13T00:00:00.000Z,"[c, .net, wcf, web-services, backwards-compatibility]",3,0,
5864,1,5870,2008-08-08T00:00:00.000Z,1,281,512,305,2008-08-30T00:00:00.000Z,Geographically Distributed Development,2008-11-03T00:00:00.000Z,"[language-agnostic, code-review, collaboration]",6,0,1
5872,1,5887,2008-08-08T00:00:00.000Z,4,1634,58,1362287,2015-05-07T00:00:00.000Z,Making a production build of a PHP project with Subversion,2015-05-07T00:00:00.000Z,"[php, svn, scripting, tortoisesvn, build-process]",3,0,
5874,1,,2008-08-08T00:00:00.000Z,4,8826,556,,2008-08-08T00:00:00.000Z,Drag and drop ftp file upload web widgets,2011-07-28T00:00:00.000Z,"[upload, ftp]",4,0,1
5876,1,,2008-08-08T00:00:00.000Z,1,4978,726,726,2008-10-02T00:00:00.000Z,How do I prevent dnsmasq from appending my domain name to invalid domain requests?,2014-02-22T00:00:00.000Z,"[dns, dnsmasq]",5,0,
5880,1,5885,2008-08-08T00:00:00.000Z,6,1057,721,721,2008-08-08T00:00:00.000Z,Are there any negative reasons to use an N-Tier solution?,2008-09-08T00:00:00.000Z,"[architecture, n-tier]",6,0,1
5892,1,5903,2008-08-08T00:00:00.000Z,5,701,342,2912665,2016-12-20T00:00:00.000Z,Link issues (VC6),2016-12-20T00:00:00.000Z,"[c, visual-c, linker, vc6]",5,0,
5894,1,5906,2008-08-08T00:00:00.000Z,15,7253,733,1471203,2013-01-09T00:00:00.000Z,Genealogy Tree Control,2013-05-09T00:00:00.000Z,"[c, controls, tree, genealogy]",8,0,5
5908,1,5914,2008-08-08T00:00:00.000Z,4,17726,71,805252,2011-10-11T00:00:00.000Z,User access log to SQL Server,2011-10-11T00:00:00.000Z,"[sql-server, logging, statistics]",2,0,
5909,1,5985,2008-08-08T00:00:00.000Z,30,25981,394,498705,2013-07-06T00:00:00.000Z,Get size of a file before downloading in Python,2017-06-02T00:00:00.000Z,"[python, urllib]",6,2,23
5913,1,5947,2008-08-08T00:00:00.000Z,55,148742,1384652,1471203,2013-01-09T00:00:00.000Z,Getting the text from a drop-down box,2017-05-23T00:00:00.000Z,"[javascript, dom, browser, client-scripting]",10,0,9
5916,1,7767,2008-08-08T00:00:00.000Z,19,3929,396,1,2008-10-20T00:00:00.000Z,How do you feel about code folding?,2015-04-21T00:00:00.000Z,"[visual-studio, folding]",24,1,5
5918,1,5984,2008-08-08T00:00:00.000Z,3,1024,482,1118488,2015-06-16T00:00:00.000Z,API Yahoo India Maps,2016-10-06T00:00:00.000Z,"[yahoo-api, yahoo-maps]",1,0,1
5948,1,587244,2008-08-08T00:00:00.000Z,9,2981,383,383,2009-02-24T00:00:00.000Z,Always Commit the same file with SVN,2009-03-02T00:00:00.000Z,[svn],13,0,6
5949,1,5963,2008-08-08T00:00:00.000Z,64,19208,726,726,2008-08-08T00:00:00.000Z,"What's your opinion on using UUIDs as database row identifiers, particularly in web apps?",2017-06-23T00:00:00.000Z,"[database, web-applications, uuid]",14,0,24
5966,1,10778,2008-08-08T00:00:00.000Z,12,706,745,604687,2017-03-29T00:00:00.000Z,Best way to abstract season/show/episode data,2017-03-29T00:00:00.000Z,"[python, data-structures]",5,0,
5982,1,,2008-08-08T00:00:00.000Z,6,1518,22,1471203,2013-01-09T00:00:00.000Z,"How do I get rid of the \"multiple describeType entries\" warning?",2013-01-09T00:00:00.000Z,"[flex, actionscript-3, air]",2,0,
5997,1,6018,2008-08-08T00:00:00.000Z,4,719,445,67579,2015-10-08T00:00:00.000Z,Should I provide accessor methods / Getter Setters for public/protected components on a form?,2015-10-08T00:00:00.000Z,"[.net, winforms]",4,0,
6007,1,10383,2008-08-08T00:00:00.000Z,53,87656,230,463828,2013-10-01T00:00:00.000Z,Log4Net configuring log level,2013-10-01T00:00:00.000Z,[log4net],4,0,12
6009,1,6017,2008-08-08T00:00:00.000Z,76,9474,556,55,2008-08-17T00:00:00.000Z,How do you deal with configuration files in source control?,2017-08-07T00:00:00.000Z,"[svn, git, version-control, cvs]",19,0,20
6068,1,6079,2008-08-08T00:00:00.000Z,11,1689,703,55,2008-08-17T00:00:00.000Z,Source control for web projects,2009-06-16T00:00:00.000Z,"[svn, osx, version-control]",11,2,3
6076,1,7740,2008-08-08T00:00:00.000Z,4,1207,225,,2008-08-08T00:00:00.000Z,Default Form Button in FireFox,2009-09-25T00:00:00.000Z,"[asp.net, vb.net]",3,0,
6080,1,6088,2008-08-08T00:00:00.000Z,16,5110,758,2134,2008-08-23T00:00:00.000Z,What to use for login ID?,2008-09-16T00:00:00.000Z,"[authentication, web-applications, account]",10,0,5
6085,1,6514,2008-08-08T00:00:00.000Z,4,132,755,-1,2008-09-09T00:00:00.000Z,Gathering OS and tool version numbers for build archive purposes,2017-07-04T00:00:00.000Z,"[build-automation, versions, archive]",3,0,
6110,1,6120,2008-08-08T00:00:00.000Z,4,285,754,2641576,2014-11-25T00:00:00.000Z,Normalizing a Table with Low Integrity,2014-11-25T00:00:00.000Z,[database],5,0,
6113,1,6117,2008-08-08T00:00:00.000Z,13,11949,702,1471203,2013-01-09T00:00:00.000Z,What is the best way to store connection string in .NET DLLs?,2015-12-15T00:00:00.000Z,"[.net, sql-server, connection-string]",8,0,5
6126,1,6140,2008-08-08T00:00:00.000Z,28,2727,1384652,157882,2010-05-10T00:00:00.000Z,How do you handle huge if-conditions?,2017-05-03T00:00:00.000Z,"[language-agnostic, if-statement]",21,0,10
6130,1,6144,2008-08-08T00:00:00.000Z,60,64367,763,1220,2008-08-18T00:00:00.000Z,Repair SVN Checksum,2014-08-20T00:00:00.000Z,"[svn, subclipse]",21,0,10
6134,1,10525736,2008-08-08T00:00:00.000Z,63,75724,726,116,2016-05-09T00:00:00.000Z,How do you kill all Linux processes that are older than a certain age?,2016-05-09T00:00:00.000Z,"[linux, bash, unix, process]",13,2,18
6151,1,6200,2008-08-08T00:00:00.000Z,5,771,327,,2008-08-08T00:00:00.000Z,How do I edit work items in the Visual Studio 2008 xml editor?,2008-09-18T00:00:00.000Z,"[windows, visual-studio, tfs]",4,0,
6155,1,,2008-08-08T00:00:00.000Z,38,23504,204,761095,2012-10-18T00:00:00.000Z,Common Types of Subversion Hooks,2012-10-18T00:00:00.000Z,"[svn, version-control, scripting, svn-hooks]",16,0,22
6173,1,6183,2008-08-08T00:00:00.000Z,13,9415,322,20938,2009-11-22T00:00:00.000Z,Regular expression for parsing links from a webpage?,2012-09-05T00:00:00.000Z,"[.net, html, regex]",9,1,5
6184,1,6211,2008-08-08T00:00:00.000Z,28,27286,756,7671,2008-09-26T00:00:00.000Z,How do I make event callbacks into my win forms thread safe?,2012-05-30T00:00:00.000Z,"[c, .net, winforms, multithreading, events]",6,0,10
6207,1,281143,2008-08-08T00:00:00.000Z,12,3595,770,2134,2008-08-27T00:00:00.000Z,Experiences of the Smart Client Software Factory,2011-05-26T00:00:00.000Z,"[.net, scsf, software-factory]",5,0,4
6208,1,6258,2008-08-08T00:00:00.000Z,8,581,257,257,2008-08-09T00:00:00.000Z,FF3 WinXP != FF3 Ubuntu - why?,2009-08-21T00:00:00.000Z,"[css, firefox, ubuntu]",7,0,1
6209,1,6223,2008-08-08T00:00:00.000Z,19,8212,,1026,2008-08-24T00:00:00.000Z,Split a string ignoring quoted sections,2016-12-20T00:00:00.000Z,"[language-agnostic, parsing, csv]",12,2,5
6210,1,6213,2008-08-08T00:00:00.000Z,1,295,721,1288,2011-11-25T00:00:00.000Z,E-mail Notifications,2016-11-20T00:00:00.000Z,"[.net, email]",5,0,
6222,1,7877,2008-08-08T00:00:00.000Z,10,3883,235,15352,2008-10-11T00:00:00.000Z,Eclipse on win64,2015-11-30T00:00:00.000Z,"[java, eclipse, eclipse-3.4, ganymede]",2,0,
6284,1,7167,2008-08-08T00:00:00.000Z,5,263,721,2432317,2013-12-02T00:00:00.000Z,VS 2008 - Objects disappearing?,2013-12-02T00:00:00.000Z,"[.net, visual-studio, tfs]",3,0,
6301,1,6320,2008-08-08T00:00:00.000Z,73,9078,56,4818540,2015-05-01T00:00:00.000Z,"Why is Array.Length an int, and not an uint",2015-07-22T00:00:00.000Z,"[c, .net, int, uint]",5,2,8
6325,1,6333,2008-08-08T00:00:00.000Z,87,13365,56,63550,2013-10-10T00:00:00.000Z,Why are unsigned int's not CLS compliant?,2016-01-05T00:00:00.000Z,"[c, .net, unsigned-integer, cls-compliant]",4,0,10
6326,1,6355,2008-08-08T00:00:00.000Z,9,4868,722,648078,2014-04-30T00:00:00.000Z,Haml: how do I set a dynamic class value?,2014-04-30T00:00:00.000Z,"[css, ruby-on-rails, haml]",1,1,
